  -0.4443,  0.6841, -0.4443,  0.6841
  -0.4547,  0.6741, -0.4547,  0.6741
  -0.4650,  0.6641, -0.4650,  0.6641
  -0.4752,  0.6540, -0.4752,  0.6540
  -0.4853,  0.6441, -0.4853,  0.6441
  -0.4954,  0.6341, -0.4954,  0.6341
  -0.5054,  0.6241, -0.5054,  0.6241
  -0.5153,  0.6141, -0.5153,  0.6141
  -0.5252,  0.6042, -0.5252,  0.6042
  -0.5350,  0.5942, -0.5350,  0.5942
  -0.5448,  0.5842, -0.5448,  0.5842
  -0.5546,  0.5743, -0.5546,  0.5743
  -0.5643,  0.5643, -0.5643,  0.5643
  -0.5739,  0.5542, -0.5739,  0.5542
  -0.5836,  0.5442, -0.5836,  0.5442
  -0.5932,  0.5341, -0.5932,  0.5341
  -0.6028,  0.5240, -0.6028,  0.5240
  -0.6124,  0.5139, -0.6124,  0.5139
  -0.6220,  0.5037, -0.6220,  0.5037
  -0.6316,  0.4935, -0.6316,  0.4935
  -0.6412,  0.4832, -0.6412,  0.4832
  -0.6508,  0.4728, -0.6508,  0.4728
  -0.6603,  0.4624, -0.6603,  0.4624
  -0.6699,  0.4519, -0.6699,  0.4519
  -0.6795,  0.4413, -0.6795,  0.4413
  -0.6892,  0.4306, -0.6892,  0.4306
  -0.6988,  0.4199, -0.6988,  0.4199
  -0.7085,  0.4090, -0.7085,  0.4090
  -0.7181,  0.3981, -0.7181,  0.3981
  -0.7278,  0.3870, -0.7278,  0.3870
  -0.7376,  0.3758, -0.7376,  0.3758
  -0.7473,  0.3645, -0.7473,  0.3645
  -0.7571,  0.3530, -0.7571,  0.3530
  -0.7669,  0.3414, -0.7669,  0.3414
  -0.7767,  0.3297, -0.7767,  0.3297
  -0.7866,  0.3178, -0.7866,  0.3178
  -0.7965,  0.3057, -0.7965,  0.3057
  -0.8064,  0.2935, -0.8064,  0.2935
  -0.8163,  0.2811, -0.8163,  0.2811
  -0.8263,  0.2685, -0.8263,  0.2685
  -0.8362,  0.2557, -0.8362,  0.2557
  -0.8462,  0.2426, -0.8462,  0.2426
  -0.8562,  0.2294, -0.8562,  0.2294
  -0.8662,  0.2160, -0.8662,  0.2160
  -0.8761,  0.2023, -0.8761,  0.2023
  -0.8861,  0.1883, -0.8861,  0.1883
  -0.8960,  0.1742, -0.8960,  0.1742
  -0.9059,  0.1597, -0.9059,  0.1597
  -0.9158,  0.1450, -0.9158,  0.1450
  -0.9256,  0.1301, -0.9256,  0.1301
  -0.9353,  0.1148, -0.9353,  0.1148
  -0.9449,  0.0993, -0.9449,  0.0993
  -0.9544,  0.0835, -0.9544,  0.0835
  -0.9639,  0.0674, -0.9639,  0.0674
  -0.9731,  0.0510, -0.9731,  0.0510
  -0.9823,  0.0343, -0.9823,  0.0343
  -0.9912,  0.0173, -0.9912,  0.0173
  -1.0000,  0.0000, -1.0000,  0.0000
  -1.0085, -0.0176, -1.0085, -0.0176
  -1.0168, -0.0355, -1.0168, -0.0355
  -1.0249, -0.0537, -1.0249, -0.0537
  -1.0326, -0.0722, -1.0326, -0.0722
  -1.0401, -0.0910, -1.0401, -0.0910
  -1.0473, -0.1101, -1.0473, -0.1101
  -1.0542, -0.1294, -1.0542, -0.1294
  -1.0607, -0.1491, -1.0607, -0.1491
  -1.0669, -0.1690, -1.0669, -0.1690
  -1.0728, -0.1892, -1.0728, -0.1892
  -1.0782, -0.2096, -1.0782, -0.2096
  -1.0833, -0.2303, -1.0833, -0.2303
  -1.0881, -0.2512, -1.0881, -0.2512
  -1.0924, -0.2724, -1.0924, -0.2724
  -1.0964, -0.2938, -1.0964, -0.2938
  -1.1001, -0.3154, -1.1001, -0.3154
  -1.1033, -0.3373, -1.1033, -0.3373
  -1.1063, -0.3594, -1.1063, -0.3594
  -1.1088, -0.3818, -1.1088, -0.3818
  -1.1111, -0.4044, -1.1111, -0.4044
  -1.1130, -0.4272, -1.1130, -0.4272
  -1.1145, -0.4503, -1.1145, -0.4503
  -1.1158, -0.4736, -1.1158, -0.4736
  -1.1167, -0.4972, -1.1167, -0.4972
  -1.1173, -0.5210, -1.1173, -0.5210
  -1.1175, -0.5451, -1.1175, -0.5451
  -1.1174, -0.5694, -1.1174, -0.5694
  -1.1170, -0.5939, -1.1170, -0.5939
  -1.1161, -0.6187, -1.1161, -0.6187
  -1.1149, -0.6437, -1.1149, -0.6437
  -1.1132, -0.6689, -1.1132, -0.6689
  -1.1109, -0.6942, -1.1109, -0.6942
  -1.1081, -0.7196, -1.1081, -0.7196
  -1.1046, -0.7451, -1.1046, -0.7451
  -1.1004, -0.7705, -1.1004, -0.7705
  -1.0953, -0.7958, -1.0953, -0.7958
  -1.0894, -0.8209, -1.0894, -0.8209
  -1.0823, -0.8456, -1.0823, -0.8456
  -1.0741, -0.8698, -1.0741, -0.8698
  -1.0647, -0.8934, -1.0647, -0.8934
  -1.0538, -0.9161, -1.0538, -0.9161
  -1.0416, -0.9379, -1.0416, -0.9379
  -1.0279, -0.9585, -1.0279, -0.9585
  -1.0127, -0.9779, -1.0127, -0.9779
  -0.9960, -0.9960, -0.9960, -0.9960
  -0.9778, -1.0126, -0.9778, -1.0126
  -0.9584, -1.0277, -0.9584, -1.0277
  -0.9377, -1.0414, -0.9377, -1.0414
  -0.9159, -1.0536, -0.9159, -1.0536
  -0.8931, -1.0644, -0.8931, -1.0644
  -0.8696, -1.0739, -0.8696, -1.0739
  -0.8454, -1.0821, -0.8454, -1.0821
  -0.8208, -1.0893, -0.8208, -1.0893
  -0.7959, -1.0954, -0.7959, -1.0954
  -0.7707, -1.1007, -0.7707, -1.1007
  -0.7454, -1.1052, -0.7454, -1.1052
  -0.7202, -1.1090, -0.7202, -1.1090
  -0.6949, -1.1121, -0.6949, -1.1121
  -0.6698, -1.1148, -0.6698, -1.1148
  -0.6449, -1.1169, -0.6449, -1.1169
  -0.6201, -1.1187, -0.6201, -1.1187
  -0.5956, -1.1201, -0.5956, -1.1201
  -0.5712, -1.1211, -0.5712, -1.1211
  -0.5471, -1.1218, -0.5471, -1.1218
  -0.5233, -1.1222, -0.5233, -1.1222
  -0.4997, -1.1223, -0.4997, -1.1223
  -0.4763, -1.1221, -0.4763, -1.1221
  -0.4532, -1.1217, -0.4532, -1.1217
  -0.4303, -1.1209, -0.4303, -1.1209
  -0.4076, -1.1198, -0.4076, -1.1198
  -0.3851, -1.1184, -0.3851, -1.1184
  -0.3628, -1.1167, -0.3628, -1.1167
  -0.3408, -1.1146, -0.3408, -1.1146
  -0.3189, -1.1122, -0.3189, -1.1122
  -0.2973, -1.1094, -0.2973, -1.1094
  -0.2758, -1.1062, -0.2758, -1.1062
  -0.2546, -1.1027, -0.2546, -1.1027
  -0.2335, -1.0987, -0.2335, -1.0987
  -0.2127, -1.0943, -0.2127, -1.0943
  -0.1921, -1.0895, -0.1921, -1.0895
  -0.1717, -1.0843, -0.1717, -1.0843
  -0.1516, -1.0787, -0.1516, -1.0787
  -0.1317, -1.0727, -0.1317, -1.0727
  -0.1121, -1.0662, -0.1121, -1.0662
  -0.0927, -1.0594, -0.0927, -1.0594
  -0.0736, -1.0522, -0.0736, -1.0522
  -0.0547, -1.0446, -0.0547, -1.0446
  -0.0362, -1.0367, -0.0362, -1.0367
  -0.0180, -1.0285, -0.0180, -1.0285
  -0.0000, -1.0199, -0.0000, -1.0199
   0.0176, -1.0111,  0.0176, -1.0111
   0.0350, -1.0020,  0.0350, -1.0020
   0.0520, -0.9927,  0.0520, -0.9927
   0.0688, -0.9832,  0.0688, -0.9832
   0.0852, -0.9735,  0.0852, -0.9735
   0.1013, -0.9636,  0.1013, -0.9636
   0.1171, -0.9536,  0.1171, -0.9536
   0.1326, -0.9434,  0.1326, -0.9434
   0.1478, -0.9332,  0.1478, -0.9332
   0.1627, -0.9228,  0.1627, -0.9228
   0.1774, -0.9124,  0.1774, -0.9124
   0.1917, -0.9020,  0.1917, -0.9020
   0.2058, -0.8915,  0.2058, -0.8915
   0.2196, -0.8809,  0.2196, -0.8809
   0.2332, -0.8704,  0.2332, -0.8704
   0.2466, -0.8598,  0.2466, -0.8598
   0.2597, -0.8493,  0.2597, -0.8493
   0.2725, -0.8387,  0.2725, -0.8387
   0.2852, -0.8282,  0.2852, -0.8282
   0.2976, -0.8177,  0.2976, -0.8177
   0.3099, -0.8072,  0.3099, -0.8072
   0.3219, -0.7968,  0.3219, -0.7968
   0.3338, -0.7864,  0.3338, -0.7864
   0.3455, -0.7760,  0.3455, -0.7760
   0.3570, -0.7656,  0.3570, -0.7656
   0.3684, -0.7553,  0.3684, -0.7553
   0.3796, -0.7451,  0.3796, -0.7451
   0.3907, -0.7348,  0.3907, -0.7348
   0.4017, -0.7246,  0.4017, -0.7246
   0.4125, -0.7145,  0.4125, -0.7145
   0.4232, -0.7043,  0.4232, -0.7043
   0.4338, -0.6942,  0.4338, -0.6942
   0.4443, -0.6841,  0.4443, -0.6841
   0.4547, -0.6741,  0.4547, -0.6741
   0.4650, -0.6641,  0.4650, -0.6641
   0.4752, -0.6540,  0.4752, -0.6540
   0.4853, -0.6441,  0.4853, -0.6441
   0.4954, -0.6341,  0.4954, -0.6341
   0.5054, -0.6241,  0.5054, -0.6241
   0.5153, -0.6141,  0.5153, -0.6141
   0.5252, -0.6042,  0.5252, -0.6042
   0.5350, -0.5942,  0.5350, -0.5942
   0.5448, -0.5842,  0.5448, -0.5842
   0.5546, -0.5743,  0.5546, -0.5743
   0.5643, -0.5643,  0.5643, -0.5643
   0.5739, -0.5542,  0.5739, -0.5542
   0.5836, -0.5442,  0.5836, -0.5442
   0.5932, -0.5341,  0.5932, -0.5341
   0.6028, -0.5240,  0.6028, -0.5240
   0.6124, -0.5139,  0.6124, -0.5139
   0.6220, -0.5037,  0.6220, -0.5037
   0.6316, -0.4935,  0.6316, -0.4935
   0.6412, -0.4832,  0.6412, -0.4832
   0.6508, -0.4728,  0.6508, -0.4728
   0.6603, -0.4624,  0.6603, -0.4624
   0.6699, -0.4519,  0.6699, -0.4519
   0.6795, -0.4413,  0.6795, -0.4413
   0.6892, -0.4306,  0.6892, -0.4306
   0.6988, -0.4199,  0.6988, -0.4199
   0.7085, -0.4090,  0.7085, -0.4090
   0.7181, -0.3981,  0.7181, -0.3981
   0.7278, -0.3870,  0.7278, -0.3870
   0.7376, -0.3758,  0.7376, -0.3758
   0.7473, -0.3645,  0.7473, -0.3645
   0.7571, -0.3530,  0.7571, -0.3530
   0.7669, -0.3414,  0.7669, -0.3414
   0.7767, -0.3297,  0.7767, -0.3297
   0.7866, -0.3178,  0.7866, -0.3178
   0.7965, -0.3057,  0.7965, -0.3057
   0.8064, -0.2935,  0.8064, -0.2935
   0.8163, -0.2811,  0.8163, -0.2811
   0.8263, -0.2685,  0.8263, -0.2685
   0.8362, -0.2557,  0.8362, -0.2557
   0.8462, -0.2426,  0.8462, -0.2426
   0.8562, -0.2294,  0.8562, -0.2294
   0.8662, -0.2160,  0.8662, -0.2160
   0.8761, -0.2023,  0.8761, -0.2023
   0.8861, -0.1883,  0.8861, -0.1883
   0.8960, -0.1742,  0.8960, -0.1742
   0.9059, -0.1597,  0.9059, -0.1597
   0.9158, -0.1450,  0.9158, -0.1450
   0.9256, -0.1301,  0.9256, -0.1301
   0.9353, -0.1148,  0.9353, -0.1148
   0.9449, -0.0993,  0.9449, -0.0993
   0.9544, -0.0835,  0.9544, -0.0835
   0.9639, -0.0674,  0.9639, -0.0674
   0.9731, -0.0510,  0.9731, -0.0510
   0.9823, -0.0343,  0.9823, -0.0343
   0.9912, -0.0173,  0.9912, -0.0173
   1.0000, -0.0000,  1.0000, -0.0000
